,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
100,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
99,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
98,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
97,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
96,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
95,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
94,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
93,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
92,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
91,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
90,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
89,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
88,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
87,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
86,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
85,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
84,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
83,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
82,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
81,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
80,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
79,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
78,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
77,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
76,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
75,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
74,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
73,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
72,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
71,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
70,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10
69,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8
68,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8
67,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8
66,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8
65,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8
64,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
63,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
62,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
61,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
60,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
59,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
58,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
57,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
56,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
55,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
54,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
53,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
52,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
51,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
50,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
49,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,1,1,1,1
48,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,1,1,1,1
47,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,1,1,1,1
46,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,1,1,1,1
45,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
40,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
24,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
20,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
